unnamed: 0,db,query,url,snippet,model_score,rule_score,positive_hits,negative_hits,good_domain,bad_domain,rule_score_01,final_score,label
10,Oracle,Большие данные Oracle,https://synthesis.frccsc.ru/sigmod/seminar/gorchinskaya20120426.pdf,• Платформа Oracle для Больших Данных • Аналитическая in-memory машина Oracle. Exalytics • От бизнес-анализа к исследованию данных –. Oracle Endeca Information Discovery • Встроенная аналитика для статистических. исследований – Oracle R Enterprise. 2. План.,0.9996080994606018,0.18,1,0,False,False,0.59,0.8767256696224213,useful
11,Oracle,Большие данные Oracle,https://buran.group/solutions/data_management/bigdata/,"Oracle Big Data Cloud at Customer: Облачный сервис от Oracle в Вашем собственном ЦОД. ... Получайте данные из разных источников. Собирайте, очищайте и преобразуйте свои данные. Получите возможность делать это как с передаваемыми данными, так и с данными в местах хранения.",0.9987754225730896,0.36,2,0,False,False,0.6799999999999999,0.9031427958011626,useful
12,Oracle,Большие данные Oracle,https://www.dbi-services.com/blog/introduction-to-oracle-big-data-services/,The main product of the Oracle Big Data offering is the Oracle Big Data Appliance. OBDA is an engineered systems based on the Cloudera distribution. The Big Data appliance offers you an easy-to-deploy solution with Cloudera manager for managing a Big Data cluster including a complete Hadoop ecosystem ready-to-use.,0.0018121266039088368,0.72,4,0,False,False,0.86,0.2592684886227362,spam
13,Oracle,Большие данные Oracle,https://ronekins.com/2019/12/15/getting-started-with-oracle-bigdata-and-s3-part1/,"Ron is an Oracle ACE Director, TOGAF Certified Enterprise Architect, and Oracle and Azure Cloud certified Architect with over 30 years experience in design, development and delivery of large enterprise solutions, from conception through to handover and closure. Ron is a leader in data management and inventor with 5 patents filed in data security, governance, management, and ERG (environmental, social governance).",0.0007410082034766674,0.18,1,0,False,False,0.59,0.17751870574243367,spam
14,Oracle,Большие данные Oracle,https://logistics.ru/automation/news/oracle-big-data-sql-rasshiryaet-portfolio-resheniy-oracle-dlya-bolshih-dannyh,"Новый продукт Oracle Big Data SQL позволит клиентам безопасно интегрировать данные Hadoop, NoSQL и Oracle Database с использованием SQL. Организациям необходимы инновационные методы управления растущими объемами данных, получаемых из большего числа источников.",0.9988386034965515,0.54,3,0,False,False,0.77,0.930187022447586,useful
15,Oracle,Большие данные Oracle,https://indico.cern.ch/event/214139/contributions/432136/attachments/339368/473621/Oracle_BigData-Cern.pdf,Oracle Big Data Appliance Software. • Oracle Enterprise Linux 5.6 • Oracle Hotspot Java VM • Cloudera’s Distribution. including Apache Hadoop • Cloudera Manager • Open Source Distribution of R • Oracle NoSQL Database. Community Edition.,0.00030340117518790066,1.0,6,0,False,False,1.0,0.3002123808226315,spam
16,Oracle,Большие данные Oracle,https://grokipedia.com/page/oracle_big_data_appliance,"Oracle Big Data Appliance is an engineered system developed by Oracle Corporation, combining optimized hardware and software to provide a high-performance, secure platform for processing and analyzing large-scale data using Hadoop, Spark, and related technologies.",0.01870950683951378,0.8999999999999999,5,0,False,False,0.95,0.2980966547876596,spam
17,Oracle,Большие данные Oracle,https://www.greentecsystems.com/oracle-big-data-appliance-best-approach-big-data-analysis/,"The Oracle Big Data Appliance comes with strong security features that are industry leading. The appliance carries out comprehensive authorization, authentication, and auditing of data in the Hadoop environment as a default task. The system also uses Apache Sentry to grant SQL access through tools like Impala.",0.000745273195207119,0.72,4,0,False,False,0.86,0.258521691236645,spam
18,Oracle,Большие данные Oracle,https://the-pi-guy.com/blog/oracle_database_and_oracle_big_data_implementing_big_data_analytics_with_oracle_database/,"DECLARE stream BIG_DATA.STREAM; BEGIN stream := BIG_DATA.STREAM('streaming_job.xml'); stream.execute; END; This is just a taste of what's possible with Oracle Database and Oracle Big Data. With a little practice, you'll be well on your way to tackling even the most complex big data challenges.",0.0001424809015588835,0.36,2,0,False,False,0.6799999999999999,0.2040997366310912,spam
19,Oracle,Большие данные Oracle,https://dbtut.com/index.php/2022/05/24/what-is-oracle-big-data/,"Big Data Appliance comes with Hadoop Cluster and Oracle Enterprise Linux installed. There is no relational database running on this product. Oracle database components such as RAC, ASM are also not available. Instead, there is an Oracle NoSQL database that can store and query “Key-Value”. Therefore, all software installed and running on Oracle Big Data Appliance is free.",0.00032959197415038943,0.8999999999999999,5,0,False,False,0.95,0.2852307143819052,spam
21,Oracle,Большие данные Oracle,https://www.audentia-gestion.fr/oracle/big-data-for-enterprise-519135.pdf,"Oracle White Paper—Big Data for the Enterprise. Executive Summary. Today the term big data draws a lot of attention, but behind the hype there's a simple story. ... Oracle offers the broadest and most integrated portfolio of products to help you acquire and organize these diverse data types and analyze them alongside your existing data to find new insights and capitalize on hidden relationships. 2. Oracle White Paper—Big Data for the Enterprise.",0.002831748453900218,0.18,1,0,False,False,0.59,0.17898222391773014,spam
22,Oracle,Большие данные Oracle,https://www.cnwintech.com/blog/building-big-data-platform-oracle/,"Oracle has high competence in combining all the parts needed to face the challenges that come with Big Data – including software and hardware – in one unified system. With the presence of Big Data Appliance Oracle recently introduced Oracle became the first vendor to present offers a complete and integrated solution to address a variety of purposes for Big Data management, delivering efficiencies, simplified management, and open up new insights relevant to maximize business value.",0.01328352838754654,0.36,2,0,False,False,0.6799999999999999,0.21329846987128256,spam
23,Oracle,Большие данные Oracle,https://nyoug.org/wp-content/uploads/2014/09/Berger_Big_Data.pdf,"Big Data Predictive Analytics in Oracle Database 12c. Oracle Advanced Analytics Database Option–Extending the Database to an Analytical Database. Charlie Berger, MS Eng, MBA Sr. Director Product Management, Data Mining and Advanced Analytics. ... § Oracle Advanced Analytics on Exadata for extreme speed. Analysts can detect fraud patterns almost immediately. Oracle Advanced Analytics In-Database Fraud Models.",0.0005362275987863541,0.36,2,0,False,False,0.6799999999999999,0.20437535931915043,spam
24,Oracle,Большие данные Oracle,https://dbaliveblog.wordpress.com/demystifying-big-data-for-oracle-professionals/,"Ever wonder about Big Data and what exactly it means, especially if you are already an Oracle Database professional? Or, do you get lost in the jargon warfare that spews out terms like Hadoop, Map/Reduce and HDFS? In this post I will attempt to explain these terms from the perspective of a traditional database practitioner…",0.00011760197230614722,0.54,3,0,False,False,0.77,0.2310823213806143,spam
25,Oracle,Большие данные Oracle,https://xy2401-local-doc-java.github.io/en/bigdata/big-data-appliance/4.13/bigug/concepts.html,"Tight integration with Oracle Database and Oracle Exadata Database Machine. Oracle provides a big data platform that captures, organizes, and supports deep analytics on extremely large, complex data streams flowing into your enterprise from many data sources. You can choose the best storage and processing location for your data depending on its structure, workload characteristics, and end-user requirements.",0.0057622892782092094,0.54,3,0,False,False,0.77,0.23503360249474642,spam
26,Oracle,Большие данные Oracle,https://www.oracleparts.ru/resheniya-oracle-database/big-data-for-everyone,"Oracle Big Data SQL: One Fast Query On All Your Data. UPMC Personalizes Medicine и решения Oracle для больших данных. «С решениями Oracle Exadata, Advanced Analytics и специализированными приложениями мы получили высокопроизводительную платформу, которая помогает персонализировать лечение и улучшить работу здравоохранения.», — Cerner. —Lisa Khorey, вице-президент Enterprise Systems, UPMC.",0.9995496869087219,0.36,2,0,False,False,0.6799999999999999,0.9036847808361053,useful
27,Oracle,Большие данные Oracle,http://www.oraclebi.ru/?p=811,"Дистрибутив Hadoop, который устанваливается на Big Data Appliance от компании Cloudera. Ситуация с дистрибутивами Hadoop напоминает Linux. Есть несколько поставщиков дистрибутивов. Дистрибутив Cloudera считается одним из самых лучших, если не самым лучшим на рынке.",0.9825872778892517,0.54,3,0,False,False,0.77,0.9188110945224761,useful
28,Oracle,Большие данные Oracle,https://bigdataschool.ru/blog/oracle-cdc-source-connector-for-kafka-confluent/,"Реляционный монолит Oracle в мире потоковых микросервисов и Big Data. Как работает Kafka CDC Source Connector. В феврале 2021 года разработчики корпоративной версии Apache Kafka с коммерческой поддержкой, компания Confluent, выпустили премиум-коннектор к Oracle – одной из главных реляционных баз данных мира enterprise.",0.9826116561889648,0.54,3,0,False,False,0.77,0.9188281593322754,useful
29,Oracle,Большие данные Oracle,https://www.gartner.com/reviews/product/oracle-big-data-sql,"Explore 32 in-depth Oracle Big Data SQL reviews and insights from real users verified by Gartner, and choose your business software with confidence. ... Oracle Big Data SQL is very useful in analysing datas, Also extracting datas from databases are also easy. It enables us to analyse datas across Apache Hadoop, Apache Kafka, NoSQL, object stores and Oracle Database. And gearing the skills, security policies and applications with extreme performance.",0.0005628364742733538,0.72,4,0,False,False,0.86,0.25839398553199133,spam
30,Oracle,Большие данные Oracle,https://andouc.org/wp-content/uploads/2016/12/F1406055157_2017-02-BIWA-HOL.pdf,"Resource Management (YARN, cgroups) Storage Layer. Filesystem (HDFS). NoSQL Databases (Oracle NoSQL DB, HBase). Meta data Store. Copyright © 2016, Oracle and/or its aliates. All rights reserved. | 7. Big Data SQL Performance Features. I. O ReducHon Features Deliver Compound Results.",0.00010900485358433798,0.54,3,0,False,False,0.77,0.231076303397509,spam
31,Oracle,Большие данные Oracle,https://download.virtualbox.org/otndocs/products/bdc/hadoop-loader/pdf/oow2011_managing_bd_w_hadoop_exadata.pdf,• Load data into a single partitioned or non-partitioned table. – Support for scalar datatypes of Oracle Database. • Runs as a Hadoop Map-Reduce job • Online and offline load modes • Available on. • Oracle Big Data Appliance • As a software product that can be deployed on Hadoop distributions. based on Apache Hadoop 0.20.2.,5.903619239688851e-05,0.72,4,0,False,False,0.86,0.25804132533467783,spam
32,Oracle,Большие данные Oracle,https://tadviser.com/index.php/Product:Oracle_Big_Data_Appliance,"Big Data Appliance includes a program framework with the open code Hadoop, Oracle Data Integrator Application (adapted for Hadoop), Oracle Loader for Hadoop, a distribution kit of also open analytical statistical system and the Oracle database of NoSQL.",0.0008384170359931886,0.72,4,0,False,False,0.86,0.25858689192519524,spam
33,Oracle,Большие данные Oracle,https://www.interface.ru/home.asp?artId=10376,"Оптимальный размер блока данных Oracle для VLDB лежит в пределах от 4KB до 64KB. Наиболее часто используемым является значение 8KB и, на втором месте, - 16KB. Сервер СУБД Oracle, установленный на системе с очень быстрой реализацией копирования больших объемов памяти может эффективно работать с размером блока в 32KB и даже (как минимум, теоретически) с 64KB.",0.9988433122634888,0.0,0,0,False,False,0.5,0.8491903185844422,useful
34,Oracle,Большие данные Oracle,https://sparida.blogspot.com/2019/10/oracle-big-data-sql.html,Big Data SQL is an enabling technology that allows your applications to use Oracle Database to easily gain insights across a variety of big data sources. The goal for the workshop is to give you an understanding of how Big Data SQL works. ... Create a Big Data SQL external table called bikes.station_ext referring to this file. Perform some simple ETL by creating a table called bikes.stations from the bikes.stations_ext using Oracle SQL JSON dot notation.,0.0003759041428565979,0.36,2,0,False,False,0.6799999999999999,0.20426313289999962,spam
35,Oracle,Большие данные Oracle,https://www.youtube.com/watch?v=yCwlInLfvr0,"Oracle Big Data SQL - Learn about monitoring and tuning, Enterprise Manager, Cloudera Manager, and analyzing statistics.=For ...",0.00023985831649042666,-0.020000000000000018,1,0,False,True,0.49,0.1471679008215433,spam
36,Oracle,Большие данные Oracle,https://oracledb101.wordpress.com/2016/05/25/oracle-bigdata-sql/,BigData SQL (BDS) allows data stored in Hadoop to be accessed from Oracle RDBMS. Queries are submitted to Oracle as standard Oracle SQL. Data that is stored in Hadoop is retrieved and processes along with the rest of the queries. The main benefit is being able to access data in Hadoop as if it was stored in Oracle.,0.0006197636248543859,0.36,2,0,False,False,0.6799999999999999,0.20443383453739805,spam
37,Oracle,Большие данные Oracle,https://ceur-ws.org/Vol-934/paper10.pdf,"В докладе будет рассказано о том, что такое Big Data, какие существуют проблемы в обработке больших данных и какие решения компания Oracle предлагает в этой области. Oracle Technologies for Big Data. Andrey Pivovarov. Труды 14-й Всероссийской научной конференции «Электронные библиотеки: перспективные методы и технологии, электронные коллекции» — RCDL-2012, Переславль-Залесский, Россия, 15-18 октября 2012 г.",0.9977419376373291,0.18,1,0,False,False,0.59,0.8754193563461303,useful
38,Oracle,Большие данные Oracle,https://www.naukri.com/code360/library/oracle-and-the-big-data,"Oracle Enterprise Manager can also monitor both the hardware and software on the Oracle Big Data Appliance. Apache Projects: CDH comprises Apache MapReduce and HDFS projects, including Hive, Pig, Oozie, HBase, and Spark. Cloudera Applications: All Cloudera Enterprise Data Hub Edition products, including Impala, Search, and Navigator, are installed by the Oracle Big Data Appliance.",0.0007731993100605905,0.8999999999999999,5,0,False,False,0.95,0.2855412395170424,spam
39,Oracle,Большие данные Oracle,https://greatobi.wordpress.com/2012/08/29/big-data-for-oracle-bi/,"The Oracle Big Data Appliance with its Oracle Big Data Connectors, provides several options for data access to Hadoop: Method 1: Direct Connector for HDFS (ODCH). Here an Oracle External Table is defined which points to an OS file that is linked to a MapReduce program responsible for running a batch extract. As an external table, it can then be queried as normal.",0.0005118132685311139,0.8999999999999999,5,0,False,False,0.95,0.28535826928797176,spam
40,Oracle,Большие данные Oracle,https://www.nist.gov/system/files/documents/itl/ssd/is/Oracle_NIST_Stackowiak_v061412.pdf,"An Integrated Big Data & Analytics Infrastructure June 14, 2012 Robert Stackowiak, VP Oracle ESG Data Systems Architecture. ... Incremental Value by including Big Data? • Collect unsolicited opinions on services. • Determine public / group mood.",0.00022632947366219014,0.36,2,0,False,False,0.6799999999999999,0.20415843063156353,spam
41,Oracle,Большие данные Oracle,https://fourcornerstone.com/managing-big-data-oracle-database-12c/,"Managing Big Data on Oracle Database 12c. ... With these alone, you could see how Oracle helps you manage even large amounts of data. Ultimately, being able to move large amounts of data automatically will help you improve your database and application’s performance. Four Cornerstone: Experts in Oracle Database 12c and Information Lifecycle Management.",0.0006088594091124833,0.18,1,0,False,False,0.59,0.17742620158637873,spam
42,Oracle,Большие данные Oracle,https://www.koenig-solutions.com/blog/oracle-big-data-certification,"Oracle’s Big Data certifications are designed to validate both practical and theoretical knowledge of managing complex data environments. Here’s how these certifications help demonstrate your expertise ... Steps to Get Started with Oracle Big Data Training. Earning an Oracle Big Data certification requires a clear strategy, dedication, and access to the right resources. Here’s a step-by-step guide to help you navigate the certification process: 1. Identify Your Career Path.",0.0007845941581763327,0.18,1,0,False,False,0.59,0.17754921591072342,spam
43,Oracle,Большие данные Oracle,https://university.ylab.io/articles/tpost/9g6ybrjfv1-pochemu-oracle-database-vibor-silnih-v-i,"Oracle Cloud предоставляет инструменты для обработки больших данных и построения сложных аналитических моделей. • Гибкость. Вы можете использовать базы данных как в локальной инфраструктуре, так и в облаке. Для каких задач подходит Oracle Database? • Финансовые системы. Высокая надёжность и безопасность данных. • Большие данные. Инструменты для анализа огромных объёмов информации.",0.9989038705825806,0.18,1,0,False,False,0.59,0.8762327094078064,useful
44,Oracle,Большие данные Oracle,https://bigdatansql.com/2022/01/03/free-big-data-virtual-machines/,"1. Oracle Big Data Lite Virtual Machine. Version 4.11 can be downloaded from here. ... It includes software products that are optional on the Oracle Big Data Appliance (BDA), including Oracle NoSQL Database Enterprise Edition, Oracle Big Data Spatial and Graph and Oracle Big Data Connectors.",0.0004532317107077688,0.8999999999999999,5,0,False,False,0.95,0.2853172621974954,spam
45,Oracle,Большие данные Oracle,https://www.gbv.de/dms/tib-ub-hannover/771055390.pdf,"xii Oracle Big Data Handbook. Wanted: Big Data Value Big Data Example 1: Clinical Trial Research Within the Healthcare Industry Example 2: Improvements in Car Design for Driver Safety Within the Automotive Industry. ... to Oracle Big Data Appliance? Drawbacks of an Appliance. 5 BDA Configurations, Deployment Architectures, and Monitoring.",0.00037376195541583,0.54,3,0,False,False,0.77,0.23126163336879108,spam
46,Oracle,Большие данные Oracle,https://learn.microsoft.com/en-us/biztalk/adapters-and-accelerators/adapter-oracle-database/run-operations-on-tables-with-large-object-data-types-in-oracle-database,"Performing an operation on an Oracle database using Oracle Database adapter with BizTalk Server involves procedural tasks described in Building blocks to develop BizTalk Applications with Oracle Database. To invoke both ReadLOB and UpdateLOB operations on a table in an Oracle database, these tasks are",0.0005296223098412156,-0.22,0,1,False,False,0.39,0.11737073561688885,spam
47,Oracle,Большие данные Oracle,https://infohub.delltechnologies.com/en-us/l/design-guide-oracle-big-data-sql-on-dell-emc-powerflex-1/configuring-big-data-sql-on-the-oracle-database-host-3/,"As a prerequisite, we upgraded the Oracle 19c database to version 19.6 and applied the Big Data SQL patches as described below: We downloaded these patches from Oracle support ... Screenshot showing flow of Big Data SQL installation on the Oracle Database side. We copied the .zip file that was generated after the installation to “hadoop namenode” and ran this command to authenticate the database",0.0001549402513774112,0.36,2,0,False,False,0.6799999999999999,0.20410845817596418,spam
48,Oracle,Большие данные Oracle,https://softline.ru/uploads/f/0b/5d/65/c9/b4/86/20/b6/58/DB_12-18-19to_Autonomous_ASE.pdf,"1 Эволюция: Oracle Database: от 12с к 19с 2 Что нового в новых версиях? 3 СУБД: On-prem, Cloud, Hybrid? 4 Революция: Автономная база данных. ... Хранилище данных (DWH) и большие данные 12.1 12.2, 18c, 19c. • The most advanced analytics engine available today. • Partitioning, Compression, SQL, Analytical Views, Analytical SQL, Data Mining.",0.9934192299842834,0.36,2,0,False,False,0.6799999999999999,0.8993934609889983,useful
49,Oracle,Большие данные Oracle,https://www.slideshare.net/slideshow/oracle-big-data/29429819,"Зачем обрабатывать Большие Данные?  Очень многие примеры о Big Data связаны с точечным маркетингом и персонализацией  Персонализированные предложения требуют очень большого количества данных о поведении клиентов.  Необходимость собирать данные из многих источников 5 Copyright © 2013, Oracle and/or its affiliates. All rights reserved. Confidential – Oracle Internal 5.",0.9991775155067444,0.36,2,0,False,False,0.6799999999999999,0.9034242608547209,useful
50,Oracle,Большие данные Oracle,https://www.red-gate.com/simple-talk/databases/oracle-databases/oracle-database-12-1-0-2c-automatic-big-table-cache/,"As a result, big tables accessed via serial Full Table Scans bypass the Buffer Cache and read data from the Data Files into the users’ Program Global Area (PGA). This prevents flooding. ... Hence, prior to 12.1.0.2c, there wasn’t any method that would allow you to automatically cache frequently accessed big tables into memory. Oracle Database 12.1.0.2c introduces Automatic big table cache (ABTC), which",0.00013277945981826633,-0.22,0,1,False,False,0.39,0.11709294562187278,spam
51,Oracle,Большие данные Oracle,https://novinteh.com/nvt/misc/Oracle/OracleDatabaseCatalog.pdf,"Компания Oracle производит большой спектр программных продуктов. Это и гото-вые приложения (Oracle E-Business Suite), и сервера приложений и средства для коллективной работы и различные СУБД. Однако данный каталог посвящен толь-ко продуктам, входящим в семейство Oracle Database (оно описано во второй ча-сти каталога). Данный каталог состоит из двух частей.",0.9995201826095581,0.0,0,0,False,False,0.5,0.8496641278266907,useful
52,Oracle,Большие данные Oracle,https://www.bigdba.com/,"Research on Oracle,Linux,Devops,Exadata,Big Data And NoSQL. ... In a non-RAC Oracle database, a single instance accesses a single database. The database consists of a collection of data files , control files and redo logs located on disk .",0.0011120764538645744,0.36,2,0,False,False,0.6799999999999999,0.20477845351770518,spam
53,Oracle,Большие данные Oracle,https://skillbox.ru/media/code/baza-dannykh-oracle-db-kak-ona-ustroena-i-chem-khorosha/,"Ещё бы: ведь она позволила компаниям строить большие распределённые системы, которые работают на недорогих машинах, да ещё и обмениваются данными со скоростью света. Со временем Oracle DB стала негласным стандартом в тех сферах, где важна стабильность при высокой нагрузке: госсектор, финансы, страхование и так далее. Например, Oracle используют почти все компании из списка Fortune 500 — а это и Apple, и Walmart, и Samsung...",0.9979026317596436,0.18,1,0,False,False,0.59,0.8755318422317504,useful
54,Oracle,Большие данные Oracle,https://mindmajix.com/oracle-dba-tutorial,"Work with Data Types in an Oracle Database. This is a big topic; for the purposes of this book, we will just scratch the surface with the basics without delving into the full suite of data types. We will cover those that you will run across from day one-variable length character, number, date, club, and blob.",0.0004797159053850919,-0.44,0,2,False,False,0.28,0.08433580113376957,spam
55,Oracle,Большие данные Oracle,https://arenadata.tech/about/blog/luchshie-praktiki-postroeniya-hranilishh-dannyh-na-baze-programmnyh-produktov-arenadata/,"Витрины этого хранилища также предоставляют данные для команды аналитиков (80 дата-специалистов), использующих Jupyterhub. За счёт сжатия и поколоночного хранения в Arenadata DB удалось достичь существенной экономии в объёме хранилища: вместо 9 Тб, хранившихся ранее в Oracle, теперь 1,5 Тб. По оценке Павла Мартынова, наибольший вклад в стоимость старого решения вносили лицензионные платежи за функционал Oracle и...",0.9851800203323364,0.18,1,0,False,False,0.59,0.8666260142326354,useful
56,Oracle,Большие данные Oracle,https://www.ocbase.com/,,3.66731001122389e-05,0.0,0,0,False,False,0.5,0.15002567117007856,spam
57,Oracle,Большие данные Oracle,https://www.informationweek.com/machine-learning-ai/oracle-sql-best-for-big-data-analysis,"Mendelsohn explains Oracle Big Data SQL, which queries across NoSQL, Hadoop, and Oracle Database. and update individual fields in a record,"" said Kelly Stirman, MongoDB's director of products. ""Even if they get better, you still can't scale these systems.""",0.0002891233889386058,0.54,3,0,False,False,0.77,0.231202386372257,spam
58,Oracle,Большие данные Oracle,https://informatecdigital.com/ru/%D0%B1%D0%B0%D0%B7%D0%B0-%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85-%D0%B2-%D0%BE%D1%80%D0%B0%D0%BA%D1%83%D0%BB%D0%B5/,"Возможности Oracle Database включают в себя способность обрабатывать большие объемы данных, высокую производительность при сложных транзакциях и непревзойденную масштабируемость. Эти качества делают его предпочтительным выбором для компаний всех размеров: от стартапов до транснациональных корпораций. Но какие базы данных существуют и почему стоит выбрать Oracle?",0.7576238512992859,0.0,0,0,False,False,0.5,0.6803366959095001,unknown
59,Oracle,Большие данные Oracle,https://gb.ru/blog/oracle-database/,"Преимущества Oracle Database. Обеспечены такие меры безопасности, как шифрование, аудит и ограничение доступа. Присутствует возможность сжимать данные и ограничивать ссылочную целостность. В последнем случае ограничения нужны для обеспечения порядка и постоянной производительности при управлении большими массивами данных.",0.9994632601737976,0.0,0,0,False,False,0.5,0.8496242821216583,useful
60,Oracle,"""Большие данные"" Oracle",https://tr-page.yandex.ru/translate?lang=en-ru&url=https%3A%2F%2Fdocs.oracle.com%2Fen%2Fbigdata%2F,"Документация и другая помощь пользователям, помогающая программистам, разработчикам, администраторам и специалистам по большим данным использовать продукты Oracle Big Data для обнаружения, анализа и визуализации данных в базе данных Oracle и нереляционных источниках, таких как Hadoop и NoSQL.",0.9892403483390808,0.5999999999999999,4,0,True,True,0.7999999999999999,0.9324682438373565,useful
61,Oracle,"""Большие данные"" Oracle",https://www.oracle.com/webfolder/s/delivery_production/docs/FY15h1/doc6/big-data-enterprise.pdf,"Краткий обзор. Сегодня термин «большие данные» привлекает много внимания, но этот интерес обусловлен простыми причинами. ... Oracle White Paper — Oracle Big Data. Анализ больших данных Поскольку данные не всегда перемещаются на этапе организации, анализ возможен и в распределенной среде, когда некоторые данные остаются в месте начального сохранения и к ним становится легко получать доступ из хранилища данных.",0.9984577894210815,0.62,3,0,True,False,0.81,0.941920452594757,useful
63,Oracle,"""Большие данные"" Oracle",https://oraclebigdata.cnews.ru/content/show/reviews_article4,"Oracle Big Data SQL позволяет интегрировать данные разных типов – классические и большие – и выполнять один SQL-запрос к данным, содержащимся в Hadoop, NoSQL и Oracle Database. Нельзя, чтобы большие данные были изолированы от общей информационной среды компании.",0.9991349577903748,0.8999999999999999,5,0,False,False,0.95,0.9843944704532623,useful
