db,query,url,snippet,model_score,rule_score,rule_score_01,final_score,pos_hits,neg_hits,pos_url_hits,neg_url_hits,good_domain,bad_domain,query_lang,snippet_lang,mixed_lang,rescue_flag,label
Oracle,Большие данные Oracle,https://the-pi-guy.com/blog/oracle_database_and_oracle_big_data_implementing_big_data_analytics_with_oracle_database/,"DECLARE stream BIG_DATA.STREAM; BEGIN stream := BIG_DATA.STREAM('streaming_job.xml'); stream.execute; END; This is just a taste of what's possible with Oracle Database and Oracle Big Data. With a little practice, you'll be well on your way to tackling even the most complex big data challenges.",0.00034554689773358405,0.8,0.9,0.4951554961039802,5,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://dbtut.com/index.php/2022/05/24/what-is-oracle-big-data/,"Big Data Appliance comes with Hadoop Cluster and Oracle Enterprise Linux installed. There is no relational database running on this product. Oracle database components such as RAC, ASM are also not available. Instead, there is an Oracle NoSQL database that can store and query “Key-Value”. Therefore, all software installed and running on Oracle Big Data Appliance is free.",0.0005880337557755411,0.96,0.98,0.539264615190099,6,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://www.audentia-gestion.fr/oracle/big-data-for-enterprise-519135.pdf,"Oracle White Paper—Big Data for the Enterprise. Executive Summary. Today the term big data draws a lot of attention, but behind the hype there's a simple story. ... Oracle offers the broadest and most integrated portfolio of products to help you acquire and organize these diverse data types and analyze them alongside your existing data to find new insights and capitalize on hidden relationships. 2. Oracle White Paper—Big Data for the Enterprise.",0.0059098475612699986,0.32,0.66,0.36565943140257157,2,0,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://www.cnwintech.com/blog/building-big-data-platform-oracle/,"Oracle has high competence in combining all the parts needed to face the challenges that come with Big Data – including software and hardware – in one unified system. With the presence of Big Data Appliance Oracle recently introduced Oracle became the first vendor to present offers a complete and integrated solution to address a variety of purposes for Big Data management, delivering efficiencies, simplified management, and open up new insights relevant to maximize business value.",0.039862293750047684,0.48,0.74,0.42493803218752146,3,0,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://nyoug.org/wp-content/uploads/2014/09/Berger_Big_Data.pdf,"Big Data Predictive Analytics in Oracle Database 12c. Oracle Advanced Analytics Database Option–Extending the Database to an Analytical Database. Charlie Berger, MS Eng, MBA Sr. Director Product Management, Data Mining and Advanced Analytics. ... § Oracle Advanced Analytics on Exadata for extreme speed. Analysts can detect fraud patterns almost immediately. Oracle Advanced Analytics In-Database Fraud Models.",0.0009917269926518202,0.64,0.8200000000000001,0.4514462771466934,4,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://dbaliveblog.wordpress.com/demystifying-big-data-for-oracle-professionals/,"Ever wonder about Big Data and what exactly it means, especially if you are already an Oracle Database professional? Or, do you get lost in the jargon warfare that spews out terms like Hadoop, Map/Reduce and HDFS? In this post I will attempt to explain these terms from the perspective of a traditional database practitioner…",0.0002404492988716811,0.64,0.8200000000000001,0.4511082021844923,4,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://xy2401-local-doc-java.github.io/en/bigdata/big-data-appliance/4.13/bigug/concepts.html,"Tight integration with Oracle Database and Oracle Exadata Database Machine. Oracle provides a big data platform that captures, organizes, and supports deep analytics on extremely large, complex data streams flowing into your enterprise from many data sources. You can choose the best storage and processing location for your data depending on its structure, workload characteristics, and end-user requirements.",0.010148980654776096,1.0,1.0,0.5545670412946493,6,0,2,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://www.oracleparts.ru/resheniya-oracle-database/big-data-for-everyone,"Oracle Big Data SQL: One Fast Query On All Your Data. UPMC Personalizes Medicine и решения Oracle для больших данных. «С решениями Oracle Exadata, Advanced Analytics и специализированными приложениями мы получили высокопроизводительную платформу, которая помогает персонализировать лечение и улучшить работу здравоохранения.», — Cerner. —Lisa Khorey, вице-президент Enterprise Systems, UPMC.",0.9995427131652832,0.96,0.98,0.9887942209243774,6,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,http://www.oraclebi.ru/?p=811,"Дистрибутив Hadoop, который устанваливается на Big Data Appliance от компании Cloudera. Ситуация с дистрибутивами Hadoop напоминает Linux. Есть несколько поставщиков дистрибутивов. Дистрибутив Cloudera считается одним из самых лучших, если не самым лучшим на рынке.",0.9893167018890381,0.64,0.8200000000000001,0.8961925158500672,4,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://bigdataschool.ru/blog/oracle-cdc-source-connector-for-kafka-confluent/,"Реляционный монолит Oracle в мире потоковых микросервисов и Big Data. Как работает Kafka CDC Source Connector. В феврале 2021 года разработчики корпоративной версии Apache Kafka с коммерческой поддержкой, компания Confluent, выпустили премиум-коннектор к Oracle – одной из главных реляционных баз данных мира enterprise.",0.981808602809906,0.64,0.8200000000000001,0.8928138712644578,4,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://www.gartner.com/reviews/product/oracle-big-data-sql,"Explore 32 in-depth Oracle Big Data SQL reviews and insights from real users verified by Gartner, and choose your business software with confidence. ... Oracle Big Data SQL is very useful in analysing datas, Also extracting datas from databases are also easy. It enables us to analyse datas across Apache Hadoop, Apache Kafka, NoSQL, object stores and Oracle Database. And gearing the skills, security policies and applications with extreme performance.",0.0008864212431944907,1.0,1.0,0.5503988895594376,7,0,1,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://andouc.org/wp-content/uploads/2016/12/F1406055157_2017-02-BIWA-HOL.pdf,"Resource Management (YARN, cgroups) Storage Layer. Filesystem (HDFS). NoSQL Databases (Oracle NoSQL DB, HBase). Meta data Store. Copyright © 2016, Oracle and/or its aliates. All rights reserved. | 7. Big Data SQL Performance Features. I. O ReducHon Features Deliver Compound Results.",0.00015607132809236646,0.96,0.98,0.5390702320976416,6,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://download.virtualbox.org/otndocs/products/bdc/hadoop-loader/pdf/oow2011_managing_bd_w_hadoop_exadata.pdf,• Load data into a single partitioned or non-partitioned table. – Support for scalar datatypes of Oracle Database. • Runs as a Hadoop Map-Reduce job • Online and offline load modes • Available on. • Oracle Big Data Appliance • As a software product that can be deployed on Hadoop distributions. based on Apache Hadoop 0.20.2.,9.048869833350182e-05,0.8,0.9,0.49504071991425014,5,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://tadviser.com/index.php/Product:Oracle_Big_Data_Appliance,"Big Data Appliance includes a program framework with the open code Hadoop, Oracle Data Integrator Application (adapted for Hadoop), Oracle Loader for Hadoop, a distribution kit of also open analytical statistical system and the Oracle database of NoSQL.",0.0025008744560182095,0.96,0.98,0.5401253935052083,6,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://www.interface.ru/home.asp?artId=10376,"Оптимальный размер блока данных Oracle для VLDB лежит в пределах от 4KB до 64KB. Наиболее часто используемым является значение 8KB и, на втором месте, - 16KB. Сервер СУБД Oracle, установленный на системе с очень быстрой реализацией копирования больших объемов памяти может эффективно работать с размером блока в 32KB и даже (как минимум, теоретически) с 64KB.",0.9991521835327148,0.16,0.58,0.7686184825897218,1,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://sparida.blogspot.com/2019/10/oracle-big-data-sql.html,Big Data SQL is an enabling technology that allows your applications to use Oracle Database to easily gain insights across a variety of big data sources. The goal for the workshop is to give you an understanding of how Big Data SQL works. ... Create a Big Data SQL external table called bikes.station_ext referring to this file. Perform some simple ETL by creating a table called bikes.stations from the bikes.stations_ext using Oracle SQL JSON dot notation.,0.0006490078521892428,0.86,0.9299999999999999,0.5117920535334851,4,0,1,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://www.youtube.com/watch?v=yCwlInLfvr0,"Oracle Big Data SQL - Learn about monitoring and tuning, Enterprise Manager, Cloudera Manager, and analyzing statistics.=For ...",0.0005575885297730565,0.49,0.745,0.4100009148383979,4,0,0,0,False,True,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://oracledb101.wordpress.com/2016/05/25/oracle-bigdata-sql/,BigData SQL (BDS) allows data stored in Hadoop to be accessed from Oracle RDBMS. Queries are submitted to Oracle as standard Oracle SQL. Data that is stored in Hadoop is retrieved and processes along with the rest of the queries. The main benefit is being able to access data in Hadoop as if it was stored in Oracle.,0.0014060134999454021,0.48,0.74,0.4076327060749755,3,0,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://ceur-ws.org/Vol-934/paper10.pdf,"В докладе будет рассказано о том, что такое Big Data, какие существуют проблемы в обработке больших данных и какие решения компания Oracle предлагает в этой области. Oracle Technologies for Big Data. Andrey Pivovarov. Труды 14-й Всероссийской научной конференции «Электронные библиотеки: перспективные методы и технологии, электронные коллекции» — RCDL-2012, Переславль-Залесский, Россия, 15-18 октября 2012 г.",0.9983781576156616,0.32,0.66,0.8122701709270478,2,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://www.naukri.com/code360/library/oracle-and-the-big-data,"Oracle Enterprise Manager can also monitor both the hardware and software on the Oracle Big Data Appliance. Apache Projects: CDH comprises Apache MapReduce and HDFS projects, including Hive, Pig, Oozie, HBase, and Spark. Cloudera Applications: All Cloudera Enterprise Data Hub Edition products, including Impala, Search, and Navigator, are installed by the Oracle Big Data Appliance.",0.0015341290272772312,1.0,1.0,0.5506903580622748,8,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://greatobi.wordpress.com/2012/08/29/big-data-for-oracle-bi/,"The Oracle Big Data Appliance with its Oracle Big Data Connectors, provides several options for data access to Hadoop: Method 1: Direct Connector for HDFS (ODCH). Here an Oracle External Table is defined which points to an OS file that is linked to a MapReduce program responsible for running a batch extract. As an external table, it can then be queried as normal.",0.0014403173699975014,0.96,0.98,0.5396481428164989,6,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://www.nist.gov/system/files/documents/itl/ssd/is/Oracle_NIST_Stackowiak_v061412.pdf,"An Integrated Big Data & Analytics Infrastructure June 14, 2012 Robert Stackowiak, VP Oracle ESG Data Systems Architecture. ... Incremental Value by including Big Data? • Collect unsolicited opinions on services. • Determine public / group mood.",0.0003973689745180309,0.64,0.8200000000000001,0.45117881603853316,4,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://fourcornerstone.com/managing-big-data-oracle-database-12c/,"Managing Big Data on Oracle Database 12c. ... With these alone, you could see how Oracle helps you manage even large amounts of data. Ultimately, being able to move large amounts of data automatically will help you improve your database and application’s performance. Four Cornerstone: Experts in Oracle Database 12c and Information Lifecycle Management.",0.0011233482509851456,0.32,0.66,0.36350550671294335,2,0,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://www.koenig-solutions.com/blog/oracle-big-data-certification,"Oracle’s Big Data certifications are designed to validate both practical and theoretical knowledge of managing complex data environments. Here’s how these certifications help demonstrate your expertise ... Steps to Get Started with Oracle Big Data Training. Earning an Oracle Big Data certification requires a clear strategy, dedication, and access to the right resources. Here’s a step-by-step guide to help you navigate the certification process: 1. Identify Your Career Path.",0.002105206251144409,0.48,0.74,0.40794734281301503,3,0,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://university.ylab.io/articles/tpost/9g6ybrjfv1-pochemu-oracle-database-vibor-silnih-v-i,"Oracle Cloud предоставляет инструменты для обработки больших данных и построения сложных аналитических моделей. • Гибкость. Вы можете использовать базы данных как в локальной инфраструктуре, так и в облаке. Для каких задач подходит Oracle Database? • Финансовые системы. Высокая надёжность и безопасность данных. • Большие данные. Инструменты для анализа огромных объёмов информации.",0.9990875720977783,0.16,0.58,0.7685894074440003,1,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://bigdatansql.com/2022/01/03/free-big-data-virtual-machines/,"1. Oracle Big Data Lite Virtual Machine. Version 4.11 can be downloaded from here. ... It includes software products that are optional on the Oracle Big Data Appliance (BDA), including Oracle NoSQL Database Enterprise Edition, Oracle Big Data Spatial and Graph and Oracle Big Data Connectors.",0.0007969372672960162,0.96,0.98,0.5393586217702833,6,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://www.gbv.de/dms/tib-ub-hannover/771055390.pdf,"xii Oracle Big Data Handbook. Wanted: Big Data Value Big Data Example 1: Clinical Trial Research Within the Healthcare Industry Example 2: Improvements in Car Design for Driver Safety Within the Automotive Industry. ... to Oracle Big Data Appliance? Drawbacks of an Appliance. 5 BDA Configurations, Deployment Architectures, and Monitoring.",0.000937422679271549,0.64,0.8200000000000001,0.4514218402056723,4,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://learn.microsoft.com/en-us/biztalk/adapters-and-accelerators/adapter-oracle-database/run-operations-on-tables-with-large-object-data-types-in-oracle-database,"Performing an operation on an Oracle database using Oracle Database adapter with BizTalk Server involves procedural tasks described in Building blocks to develop BizTalk Applications with Oracle Database. To invoke both ReadLOB and UpdateLOB operations on a table in an Oracle database, these tasks are",0.0006894640391692519,-0.2,0.4,0.2203102588176262,1,1,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://infohub.delltechnologies.com/en-us/l/design-guide-oracle-big-data-sql-on-dell-emc-powerflex-1/configuring-big-data-sql-on-the-oracle-database-host-3/,"As a prerequisite, we upgraded the Oracle 19c database to version 19.6 and applied the Big Data SQL patches as described below: We downloaded these patches from Oracle support ... Screenshot showing flow of Big Data SQL installation on the Oracle Database side. We copied the .zip file that was generated after the installation to “hadoop namenode” and ran this command to authenticate the database",0.00023144992883317173,0.86,0.9299999999999999,0.5116041524679749,4,0,1,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://softline.ru/uploads/f/0b/5d/65/c9/b4/86/20/b6/58/DB_12-18-19to_Autonomous_ASE.pdf,"1 Эволюция: Oracle Database: от 12с к 19с 2 Что нового в новых версиях? 3 СУБД: On-prem, Cloud, Hybrid? 4 Революция: Автономная база данных. ... Хранилище данных (DWH) и большие данные 12.1 12.2, 18c, 19c. • The most advanced analytics engine available today. • Partitioning, Compression, SQL, Analytical Views, Analytical SQL, Data Mining.",0.9954127669334412,0.48,0.74,0.8549357451200486,3,0,0,0,False,False,ru,en,True,False,useful
Oracle,Большие данные Oracle,https://www.slideshare.net/slideshow/oracle-big-data/29429819,"Зачем обрабатывать Большие Данные?  Очень многие примеры о Big Data связаны с точечным маркетингом и персонализацией  Персонализированные предложения требуют очень большого количества данных о поведении клиентов.  Необходимость собирать данные из многих источников 5 Copyright © 2013, Oracle and/or its affiliates. All rights reserved. Confidential – Oracle Internal 5.",0.9991114735603333,0.32,0.66,0.81260016310215,2,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://www.red-gate.com/simple-talk/databases/oracle-databases/oracle-database-12-1-0-2c-automatic-big-table-cache/,"As a result, big tables accessed via serial Full Table Scans bypass the Buffer Cache and read data from the Data Files into the users’ Program Global Area (PGA). This prevents flooding. ... Hence, prior to 12.1.0.2c, there wasn’t any method that would allow you to automatically cache frequently accessed big tables into memory. Oracle Database 12.1.0.2c introduces Automatic big table cache (ABTC), which",0.00023874669568613172,-0.48000000000000004,0.26,0.14310743601305878,1,2,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://novinteh.com/nvt/misc/Oracle/OracleDatabaseCatalog.pdf,"Компания Oracle производит большой спектр программных продуктов. Это и гото-вые приложения (Oracle E-Business Suite), и сервера приложений и средства для коллективной работы и различные СУБД. Однако данный каталог посвящен толь-ко продуктам, входящим в семейство Oracle Database (оно описано во второй ча-сти каталога). Данный каталог состоит из двух частей.",0.9994795918464661,0.16,0.58,0.7687658163309097,1,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://www.bigdba.com/,"Research on Oracle,Linux,Devops,Exadata,Big Data And NoSQL. ... In a non-RAC Oracle database, a single instance accesses a single database. The database consists of a collection of data files , control files and redo logs located on disk .",0.00232082512229681,0.48,0.74,0.40804437130503357,3,0,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://skillbox.ru/media/code/baza-dannykh-oracle-db-kak-ona-ustroena-i-chem-khorosha/,"Ещё бы: ведь она позволила компаниям строить большие распределённые системы, которые работают на недорогих машинах, да ещё и обмениваются данными со скоростью света. Со временем Oracle DB стала негласным стандартом в тех сферах, где важна стабильность при высокой нагрузке: госсектор, финансы, страхование и так далее. Например, Oracle используют почти все компании из списка Fortune 500 — а это и Apple, и Walmart, и Samsung...",0.9982117414474487,0.32,0.66,0.812195283651352,2,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://mindmajix.com/oracle-dba-tutorial,"Work with Data Types in an Oracle Database. This is a big topic; for the purposes of this book, we will just scratch the surface with the basics without delving into the full suite of data types. We will cover those that you will run across from day one-variable length character, number, date, club, and blob.",0.0013987235724925995,-0.48000000000000004,0.26,0.14362942560762168,1,2,0,0,False,False,ru,en,True,False,spam
Oracle,Большие данные Oracle,https://arenadata.tech/about/blog/luchshie-praktiki-postroeniya-hranilishh-dannyh-na-baze-programmnyh-produktov-arenadata/,"Витрины этого хранилища также предоставляют данные для команды аналитиков (80 дата-специалистов), использующих Jupyterhub. За счёт сжатия и поколоночного хранения в Arenadata DB удалось достичь существенной экономии в объёме хранилища: вместо 9 Тб, хранившихся ранее в Oracle, теперь 1,5 Тб. По оценке Павла Мартынова, наибольший вклад в стоимость старого решения вносили лицензионные платежи за функционал Oracle и...",0.9917381405830383,0.32,0.66,0.8092821632623672,2,0,0,0,False,False,ru,ru,False,False,useful
Oracle,Большие данные Oracle,https://www.ocbase.com/,,3.5844921512762085e-05,0.16,0.58,0.3190161302146807,1,0,0,0,False,False,ru,mixed,False,False,spam
Oracle,Большие данные Oracle,https://www.informationweek.com/machine-learning-ai/oracle-sql-best-for-big-data-analysis,"Mendelsohn explains Oracle Big Data SQL, which queries across NoSQL, Hadoop, and Oracle Database. and update individual fields in a record,"" said Kelly Stirman, MongoDB's director of products. ""Even if they get better, you still can't scale these systems.""",0.0008578994311392307,0.96,0.98,0.5393860547440127,6,0,0,0,False,False,ru,en,True,False,unknown
Oracle,Большие данные Oracle,https://informatecdigital.com/ru/%D0%B1%D0%B0%D0%B7%D0%B0-%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85-%D0%B2-%D0%BE%D1%80%D0%B0%D0%BA%D1%83%D0%BB%D0%B5/,"Возможности Oracle Database включают в себя способность обрабатывать большие объемы данных, высокую производительность при сложных транзакциях и непревзойденную масштабируемость. Эти качества делают его предпочтительным выбором для компаний всех размеров: от стартапов до транснациональных корпораций. Но какие базы данных существуют и почему стоит выбрать Oracle?",0.7073085904121399,0.16,0.58,0.637288865685463,1,0,0,0,False,False,ru,ru,False,False,unknown
Oracle,Большие данные Oracle,https://gb.ru/blog/oracle-database/,"Преимущества Oracle Database. Обеспечены такие меры безопасности, как шифрование, аудит и ограничение доступа. Присутствует возможность сжимать данные и ограничивать ссылочную целостность. В последнем случае ограничения нужны для обеспечения порядка и постоянной производительности при управлении большими массивами данных.",0.9995043277740479,0.16,0.58,0.7687769474983215,1,0,0,0,False,False,ru,ru,False,False,useful
